         266209 function calls (266154 primitive calls) in 2.117 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/misha/Files/DS_Bootcamp.Day03-1/.venv/lib/python3.13/site-packages/urllib3/util/url.py:121(request_uri)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_parser.py:292(tell)
        1    0.000    0.000    0.000    0.000 /home/misha/Files/DS_Bootcamp.Day03-1/.venv/lib/python3.13/site-packages/urllib3/util/connection.py:103(allowed_gai_family)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/http/client.py:1286(_validate_host)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_parser.py:255(match)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.13/typing.py:164(_type_convert)
        1    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        4    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        3    0.000    0.000    0.000    0.000 {built-in method _socket.getdefaulttimeout}
        4    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_compiler.py:573(isstring)
        1    0.000    0.000    0.000    0.000 {method 'isnumeric' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:190(_path_abspath)
        3    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/http/client.py:1269(_validate_method)
        3    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_parser.py:82(groups)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_compiler.py:470(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 /home/misha/Files/DS_Bootcamp.Day03-1/.venv/lib/python3.13/site-packages/bs4/element.py:2223(__setitem__)
        1    0.000    0.000    0.000    0.000 {function socket.detach at 0x7faa91910360}
        2    0.000    0.000    0.000    0.000 /home/misha/Files/DS_Bootcamp.Day03-1/.venv/lib/python3.13/site-packages/urllib3/_request_methods.py:51(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_isabs)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/email/feedparser.py:210(_pop_message)
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /home/misha/Files/DS_Bootcamp.Day03-1/.venv/lib/python3.13/site-packages/urllib3/util/retry.py:270(from_int)
        4    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_parser.py:954(fix_flags)
        2    0.000    0.000    0.000    0.000 /home/misha/Files/DS_Bootcamp.Day03-1/.venv/lib/python3.13/site-packages/urllib3/connection.py:292(is_closed)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.13/inspect.py:2783(default)
        3    0.000    0.000    0.000    0.000 /home/misha/Files/DS_Bootcamp.Day03-1/.venv/lib/python3.13/site-packages/urllib3/util/timeout.py:227(connect_timeout)
        1    0.000    0.000    0.000    0.000 /home/misha/Files/DS_Bootcamp.Day03-1/.venv/lib/python3.13/site-packages/bs4/builder/__init__.py:274(initialize_soup)
        1    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/http/client.py:926(_get_hostport)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        2    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/encodings/idna.py:370(StreamWriter)
        2    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'append' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 /home/misha/Files/DS_Bootcamp.Day03-1/.venv/lib/python3.13/site-packages/urllib3/connection.py:313(proxy_is_tunneling)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/http/client.py:1278(_validate_path)
        1    0.000    0.000    0.000    0.000 /home/misha/Files/DS_Bootcamp.Day03-1/.venv/lib/python3.13/site-packages/urllib3/response.py:641(release_conn)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/encodings/idna.py:272(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 /home/misha/Files/DS_Bootcamp.Day03-1/.venv/lib/python3.13/site-packages/urllib3/poolmanager.py:374(_merge_pool_kwargs)
        1    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x7faa917ef7e0}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_compiler.py:431(_get_iscased)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/email/feedparser.py:126(__iter__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/collections/__init__.py:673(update)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        2    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        2    0.000    0.000    0.000    0.000 /home/misha/Files/DS_Bootcamp.Day03-1/.venv/lib/python3.13/site-packages/bs4/__init__.py:311(deprecated_argument)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/queue.py:303(_init)
        1    0.000    0.000    0.000    0.000 /home/misha/Files/DS_Bootcamp.Day03-1/.venv/lib/python3.13/site-packages/bs4/element.py:1504(_string_for_name_and_ids)
        2    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_parser.py:167(__getitem__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/encodings/idna.py:316(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        2    0.000    0.000    0.000    0.000 /home/misha/Files/DS_Bootcamp.Day03-1/.venv/lib/python3.13/site-packages/bs4/builder/__init__.py:282(reset)
        1    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /home/misha/Files/DS_Bootcamp.Day03-1/.venv/lib/python3.13/site-packages/urllib3/response.py:659(data)
        1    0.000    0.000    0.000    0.000 /home/misha/Files/DS_Bootcamp.Day03-1/.venv/lib/python3.13/site-packages/urllib3/poolmanager.py:396(_proxy_requires_url_absolute_form)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/ssl.py:1121(_check_connected)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_parser.py:163(__len__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_parser.py:175(append)
        1    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.13/inspect.py:2791(kind)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1209(get_filename)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1184(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_parser.py:76(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:1353(disable)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_parser.py:112(__init__)
        1    0.000    0.000    0.000    0.000 /home/misha/Files/DS_Bootcamp.Day03-1/.venv/lib/python3.13/site-packages/urllib3/connection.py:182(host)
        1    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1017(create_module)
        1    0.000    0.000    0.000    0.000 /home/misha/Files/DS_Bootcamp.Day03-1/.venv/lib/python3.13/site-packages/urllib3/response.py:499(_flush_decoder)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/encodings/idna.py:373(StreamReader)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/inspect.py:3078(return_annotation)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/inspect.py:3074(parameters)
        1    0.000    0.000    0.000    0.000 /home/misha/Files/DS_Bootcamp.Day03-1/.venv/lib/python3.13/site-packages/urllib3/connectionpool.py:337(_validate_conn)
        1    0.000    0.000    0.000    0.000 /home/misha/Files/DS_Bootcamp.Day03-1/.venv/lib/python3.13/site-packages/urllib3/util/proxy.py:11(connection_requires_http_tunnel)


